,en,tn
8459,"comprehensive, complete",شَامِلْ
8460,to signal with your eyes,شَامَى
8461,a TV or radio channel,شَانْ
8462,chain,شَانْ
8463,"importance, reputation",شَأْنْ
8464,"very agitated, wild",شَانْعِ
8465,very angry,شَانْعِ
8466,witness,شَاهِدْ
8467,"to consult, ask for permission",شَاوِرْ
8468,old person,شَاِيبْ
8469,dry,شَايِحْ
8470,"excited, having a good time",شَايِخْ
8471,"extremely excited, having a great time",شَايِخْ عَلْ الِإخِرّْ
8472,it's making a burning smell,شايط
8473,"prevalent, everywhere",شَايِعْ
8474,to go crazy,شب الخلاء
8475,"young person, handsome",شباب
8476,beautiful,شْبَابَةْ
8477,"one window, the same window",شُبَّاكْ المُوَحِّدْ
8478,ghost,شَبَحْ
8479,"to aim, point at",شَبَّرْ
8480,"to feed, fill up",شَبَّعْ
8481,"full, well-off",شِبْعَانْ
8482,plenty of,شَبْعَةْ
8483,"net, network",شِبْكَة
8484,"to liken, compare to, to look like",شَبَّهْ
8485,"almost, nearly",شِبْهْ
8486,"beauty, young looks",شْبُوبِيَّةْ
8487,"why, what's wrong with",شبي
8488,"beautiful, pretty, good looking",شبيّب
8489,"why are you, what's the matter with you?",شْبِيكْ
8490,Why are you using bad words with me? (crass),شبيك تزبزب عليّا
8491,"Why are you humiliating yourself?, Why don't you stand up for yourself?",شبيك مطيّح من روحك
8492,Shtraf (the sound of a clash or smash or beating),شتراف
8493,to insult,شَتْمْ
8494,courageous,شُجَاعْ
8495,courage,شَجَاعَةْ
8496,"to become scarce, to dry up (water)",شح
8497,to become dehydratated,شحت مل الما
8498,to smack,شْحَطْ
8499,a smack,شَحْطَةْ
8500,"to oil, grease",شَحِّمْ
8501,"grease, fat, wax",شْحَمْ
8502,"to load, charge",شْحَنْ
8503,to mess up,شَخْبِطْ
8504,to snore,شخرْ
8505,a person,شَخْصْ
8506,personal,شخصي
8507,personally,شَخْصِيَّا
8508,"personalities, characters",شَخْصِيَّاتْ
8509,personality,شَخْصِيَّة
8510,"important person, celebrity",شَخْصِيَّة
8511,the main character,شَّخْصِيَّة الرَئْيسِيَّة
8512,"cute, pretty woman",شَخْطُورَةْ
8513,what did he he leave? He left nothing,شخلّى
8514,"dark gray, charcoal",شخمة
8515,snoring,شخير
8516,to take,شد
8517,take and drink,شِدّْ أُشْرُبْ
8518,to run away (rural),شَدّْ الرِبْعِي
8519,"to be well-behaved, to be responsible",شد الريقلة
8520,"to line up, get in line",شَدّْ الصَفّْ
8521,"self-control, patience",شَدّْ النفس
8522,to hold your breath,شَدّْ النفس
8523,to take something carefully,شَدّْ بِالسْيَاسَةْ
8524,"to took something firmly, have a strong hold on",شد بالقوي
8525,to take your place,شد بلاصتو
8526,to get a job,شد بلاصتو
8527,to laugh a lot until your sides hurt,شد جنابو م الضحك
8528,"to be persistent, to not give up",شَدّْ صْحِيحْ
8529,"to not change your mind, keep your opinion",شَدّْ فِي رَايُو
8530,"to keep your position, not change it",شَدّْ فِي مَوْقْفُو
8531,to put up your guard,شَدّْ ڨَارْدْ
8532,"to follow someone around, not leave him alone",شَدّْ ڨَارْدْ
8533,"to not stop, be very persistent and impertinent",شَدّْ مَا سَيِّبْ
8534,he kept nagging,شَدّْ مَا سَيِّبْ
8535,"to hold, grab",شد
8536,holding something,شدان
8537,"intensity, strength",شِدَّة
8538,"to put pressure on someone, use your power",شَدِّدْ عْلِيهْ
8539,to grab a woman by force (perhaps in context of rape),شدها بالسيف
8540,to make someone do something (positive),شدها بالسيف
8541,to hold something in the hand,شدها في كفّو
8542,"to grab, catch something so it doesn't fall",شدها لطيح
8543,to grab by the throat,شدو من خناقو
8544,to grab his hand,شَدُّو مِنْ يِدُّو
8545,to hold hands,شَدُّو يْدِينْ بْعَضْهُمْ
8546,"strong, intense, significant",شْدِيدْ
8547,homosexuality,شُذُوذْ
8548,evil,شَرْ
8549,"buying, purchasing",شراء
8550,spark,شَرَارَةْ
8551,flying spark,شرارة طايرة
8552,active girl,شرارة طايرة
8553,"he made me, obilged me, convinced me to buy something",شرّاني
8554,to rest (let your sweat dry),شْرَبْ عَرْقُو
8555,"he brainwashed him, confused him",شْرَبْلو عَقْلُو
8556,"he believed the lie, to naiively believe",شرب لحكاية
8557,he has a very good understanding of something,شرب لحكاية
8558,"to mess things up, confuse things, conflate them",شربك يشربك
8559,he brainwashed him,شْرَبْلُو مُخُّو
8560,"he believed it, was naiive, to pay the price",شْرَبْهَا
8561,to explain,شَرْحْ
8562,to dissect,شَرْحْ
8563,"to get lost, to daydream",شْرِدْ
8564,a small group of people who are different from the majority of people (disapproving),شِرْذْمَةْ
8565,"ruthless, fierce",شَرِسْ
8566,savage,شَرِسْ
8567,"sound of water drops hitting something, patter",شَرْشِرْ
8568,larger gravel,شَرْشُورْ
8569,"condition, stipulation",شَرْطْ
8570,to honor,شَرِّفْ
8571,he came to visit (usually when we talk about an important person),شَرِّفْ
8572,honor,شَرَفْ
8573,loud sound,شَرْڨِعْ
8574,"someone or something from the East, Oriental, Middle Eastern",شَرْقِي
8575,"to look for trouble, cause problems",شْرَى الشْبُوكْ
8576,"a drunkard, alcoholic",شِرِّيبْ
8577,"category, type,",شَرِيحَةْ
8578,evil,شِرِّيرْ
8579,"good person, good reputation, well-respected",شْرِيفْ
8580,"respectable, chaste, modest woman",شْرِيفَةْ
8581,partner,شْرِيكْ
8582,What's his name?,شِسْمُو
8583,"what's his face, that guy (don't want to name him)",شِسْمُو
8584,Austrian rifle,شْتاير
8585,to forget about them,شَطِّبْ عْلِيهُمْ
8586,"to write off , cross out",شَطِّبْ عْلِيهُمْ
8587,to dance,شْطَحْ
8588,to dance out of joy,شْطَحْ مِلْ الفَرْحَةْ
8589,a dance,شطحة
8590,"one half, some",شْطَرْ
8591,dancing,شْطِيحْ
8592,"slogan, motto, symbol",شِعَارْ
8593,ray of sunshine,شُعَاعْ الشَمْسْ
8594,diameter,شعاع القيس
8595,"to cause fights, problems",شعال نار
8596,"people, nation",شَعْبْ
8597,"branches, sections",شُعَبْ
8598,person who climbs,شَعْبَاطَةْ
8599,Chaaban (last name),شَعْبَانْ
8600,Muslim month,شَعْبَانْ
8601,"popular, well-liked, of the people, folk",شعبي
8602,popularity,شَعْبِيَّةْ
8603,"to feel pity for, have compassion on",شْعُرْ
8604,"almost, nearly, really close",شَعْرَة لا
8605,totally bald,شَعْرَة لا
8606,he nearly lost,شَعْرَةْ لَاخْسِرْ
8607,"to be very bright, shine with brilliance",شَعْشَعْ
8608,to hate something and never want to do it again based on a badexperience,شعف
8609,"to light, shine, turn on",شَعِّلْ
8610,to set on fire,شْعِلْ
8611,he got very angry,شْعِلْ
8612,to light on fire,شعّل النّار
8613,to cause a problem,شعّل النّار
8614,to light a cigarette,شَعِّلْ سِيقَارُو
8615,a flame,شُعْلَة
8616,to light on its own,شعلت وحدها
8617,what is he doing?,شعمل شيعمل
8618,to practice sorcery or magic,شعوذ
8619,"sorcery, magic",شَعْوْذَة
8620,cigarette lighter,شعول
8621,"almost, nearly",شعيرة
8622,"to confuse, mess up",شَغْشِبْ
8623,"transparent, clear",شَفَّافْ
8624,transparency,شَفَافِيَّة
8625,to kick (rare),شفّر
8626,a blade (of knife or razor),شفرة
8627,"to forgive, permit",شفع
8628,"compassionate, merciful person",شَفِيقْ
8629,"to slit, cut",شق
8630,a crack,شق
8631,"He did what he did, and soon God will reveal the truth",شق شق و ربّي إجيب الحق
8632,to shake (dice or coins),شقشق يشقشق
8633,"well-dressed man, overly concerned with his looks, a player",شَقْشْمَانْ
8634,empty bottle,شقف
8635,small boat,شقف
8636,it's just an empty bottle,شقف بركا
8637,"effeminate, refined, weaker man",شقنوص
8638,doubt,شك
8639,to have a lot of doubt,شَكْ بَرْشَا
8640,"to doubt, wonder, not trust",شك
8641,that's what there was,شْكان
8642,why not?,شْكان
8643,a bag of coal,شْكَارَةْ فْحَمْ
8644,doubting,شكّان
8645,a complaint,شكاية
8646,to thank,شكر
8647,Thank you,شكرا
8648,"shape, form",شكْل
8649,vocalization in Arabic script,شكْل
8650,"to shape, form",شكل
8651,"in form, generally",شكلِيَّا
8652,who,أشْكُونْ
8653,somebody,أشْكُونْ
8654,to complain,شْكَى
8655,to complan about,شكى بيه
8656,to press charges against someone,شكى بيه
8657,"to complain and cry, whine",شكى و بكى
8658,a group of friends,شلّة
8659,Shilha (Berber language),شِلْحَة
8660,"to cut, slice someone (especially in the face)",شلّط
8661,slap on the wrist/hand (from friends in game),شلفوط
8662,"to be aware of, catch",شْلِقْ
8663,"to make something worthless, terrible",شلّك
8664,to walk in slippers,شلّك
8665,to rinse,شلّل
8666,to smell,شَمْ
8667,"to become aware, grow up",شم سنانو
8668,to figure out that something's going on,شم لحكاية
8669,fireworks,شماريخ
8670,someone who has a strong sense of smell,شَمَّامْ
8671,why did you come? What are you doing here?,شمجيّبك
8672,to rise up high,شمخ
8673,What does he have to do with it? That's not his business.,شمدخلو
8674,"to role up your sleeves, get ready to work",شمّر
8675,"a poor-mannered woman, woman with a foul tongue",شَمْطَةْ
8676,to seal (with wax) letter or office,شَمَّعْ
8677,to include,شْمِلْ
8678,he knew something bad was going to happen,شَمّْهَا قارصة
8679,"to start an attack, to begin fighting",شن هجوم
8680,young man (southern word),شِنْتِي
8681,to drag,شنڨل
8682,what,شنوا
8683,what is your opinion? What do you think?,شنوّا رايكم
8684,Chinese,شنوي
8685,Chinese person,شنوة
8686,junky Chinese goods,شنوة
8687,certificate of residency,شْهَادةْ إِقَامَةْ
8688,beeswax,شَهْدْ
8689,Chahed (woman's name),شَهْدْ
8690,his nickname is …,شُهِرَ
8691,his nickname is … (I don't want to name him),شهرا كذا
8692,"fame, reputation",شهرة
8693,he doesn't spend anything from his salary,شهريتو ميمسهاش
8694,I don't care,شهمني
8695,sexual desire,شَهْوَةْ جِنْسِيَّةْ
8696,a show,شو
8697,choice,شوا
8698,soothsayer,شوّاف
8699,free fall,شوت ليبر
8700,"to mess up for, disturb a cell phone or satellite frequency",شوش عليه
8701,to burn,شوشط
8702,to burn the head (usually of a sheep),شوشط الرّاس
8703,"longing, desire",شوق
8704,"shock, surprise",شوك
8705,he shocked people with his words,شوكا الناس بكلامو
8706,"shocked, surprised",شُوكَى
8707,"misfortune, doom",شؤم
8708,"safe (in bank), vault",شُومْبِرْ فُورْتْ
8709,room in a hotel,شومبر وتيل
8710,"how terrible, oh no (only used by women)",يا شومي
8711,"chance, opportunity",شُونْسْ
8712,blackmail,شُونْطَاجْ
8713,"distort, disfigure, corrupt",شوّه
8714,he harmed his reputation,شَوّهْلُو سُمْعْتُو
8715,social affairs,شؤون إجتماعية
8716,he grilled,شْوَى
8717,"to treat someone harshly, hurt someone's feelings severely",شْوَى
8718,"a little, some, a few",شْوَيَّا
8719,nothing,شىء
8720,nothing is clear,شَيْ مَاهُو بَايِنْ
8721,spiritual thing,شيء روحي
8722,the smell of burning,شْيَاطْ
8723,the smell of urine,شْيَاطْ
8724,old man,شيباني
8725,to dry,شَيَّحْ
8726,old age,شَيْخُوخَة
8727,to construct or build something big,شيد
8728,"a place, region, side",شِيرَة
8729,to smoke hookah,شيّش
8730,"waterpipe, hookah",شيشة
8731,"Turkish waterpipe, hookah (nicer and traditional)",شيشة تركية
8732,apple-flavored hookah,شِيشَةْ تُفَّاحْ
8733,standard flavor for hookahs,شيشة جيراك
8734,evil or tricky woman,شيطانة
8735,type of worm used for fishing,شيطانة
8736,he has tricks or bad intentions hidden,شِيطَانُو فِي مَكْتُوبُو
8737,satanic,شيطاني
8738,"to accompany, go with",شيّع
8739,to purchase land not previously registered or zoned,شْيَعْ
8740,"round number, estimate",شيفر رون
8741,"classy, chic",شيك
8742,Chicory,شيكورية
8743,"everything, without checking first, by chance",شيلا بيلا
8744,chemical,شيميك
8745,Chinese,شِينْوَازِي
8746,old man (informal),شَيُّوبَةْ
8747,to pour,صَبْ
8748,"to transfer, insert, deposit",صَبْ
8749,"to spy on, tell on",صَبْ
8750,"plentiful crop, harvest",صَابَةْ
8751,crop failure,صَابَّةْ خَايْبَةْ
8752,patient,صَابِرْ
8753,"blackmail, sabotage",صَابُوتَاجْ
8754,he is innocent,صَابُونُو نْظِيفْ
8755,"to yell, cry",صَاحْ
8756,friend,صَاحِبْ
8757,someone who has a strong will,صَاحِبْ إِرَادَةْ
8758,"fun person, likes to have a good time",صَاحِبْ جَوْ
8759,someone who makes decisions,صَاحِبْ قَرَارْ
8760,someone who keeps his promise,صَاحِبْ كِلْمَةْ
8761,someone who has a theory,صَاحِبْ نَظَرِيَّةْ
8762,a guy and his girlfriend,صَاحِبْ وْ صَاحْبَةْ
8763,friend (female) or girlfriend,صَاحْبَةْ
8764,sober,صَاحِي
8765,"it happened, coincidence",صَادِفْ
8766,"to endorse, legalize",صَادَقْ
8767,"trustworthy, honest person",صَادَقْ
8768,"to happen, occur",صَارْ
8769,"so…, it turns out…",صَارْ
8770,So it's like that?,صَارَا هِيَّا هَكَّا
8771,"to speak frankly, honestly",صَارِحْ
8772,to wrestle,صَارِعْ
8773,it happened to him,صَارْلُو
8774,"since, it's been",صَارْلُو
8775,"severe, strict, very serious",صَارِمْ
8776,"clear, pure",صَافِي
8777,waiting room,صَالْ دَاتُونْتْ
8778,"righteous, good",صَالِحْ
8779,"righteous, good",صَالْحَةْ
8780,dirty person,صَالُو
8781,beauty parlor,صَالُونْ دُ كْوَافُورْ
8782,"to safeguard, protect",صَانْ
8783,one centimeter,صَانْتِي
8784,"maker, manufacturer",صَانِعْ
8785,apprentice,صَانِعْ
8786,"facilitator, someone who makes a soccer game work, gets his team to win",صَانِعْ أَلْعَابْ
8787,to pour the cement for the roof,صَبّْ الدَّالَةْ
8788,to pour water on fire,صَبّْ المَاءْ عَ النَّارْ
